th1,th2,th3,in1,in2,in3,mi1,mi2,mi3,ri1,ri2,ri3,pi1,pi2,pi3,pnx,pny,pnz,hand_side,th_open,in_open,mi_open,ri_open,pi_open,ti_touch,tm_touch
18.62158203125,4.024727821350098,3.846299886703491,10.360957145690918,6.4031805992126465,4.2786030769348145,5.954617500305176,7.722340106964111,3.1318252086639404,4.53486442565918,5.537459373474121,5.549110412597656,5.473258018493652,5.549832344055176,6.706801891326904,73.50139617919922,117.96296691894531,-480.2939453125,0.0,1,1,1,1,1,0,0
19.074092864990234,4.410232067108154,3.7430248260498047,10.502168655395508,6.4131927490234375,4.374184608459473,6.021541118621826,7.327608585357666,3.2063024044036865,4.503701686859131,5.287275314331055,5.355214595794678,5.212406635284424,5.744645118713379,6.513250827789307,74.78511047363281,118.897216796875,-479.865234375,0.0,1,1,1,1,1,0,0
19.971357345581055,5.090768814086914,3.839250326156616,10.578433990478516,6.694164276123047,4.499378681182861,5.797966957092285,7.530145645141602,3.1335158348083496,4.230912685394287,5.910261631011963,5.39932918548584,4.75921630859375,5.726616382598877,6.306096076965332,74.74580383300781,119.10355377197266,-479.8201904296875,0.0,1,1,1,1,1,0,0
20.48858070373535,4.629077911376953,3.8042964935302734,10.79582405090332,6.857109546661377,4.615030765533447,5.707388877868652,7.328242301940918,3.2086524963378906,4.221144676208496,5.88142728805542,5.261116981506348,4.800920009613037,6.036844253540039,6.174877643585205,74.89925384521484,118.92890930175781,-479.8395690917969,0.0,1,1,1,1,1,0,0
20.714618682861328,4.622103691101074,3.7151834964752197,10.788905143737793,6.977181434631348,4.5948662757873535,5.710535526275635,7.51412296295166,3.200551986694336,4.228017330169678,5.805556774139404,5.3206610679626465,4.724973678588867,6.063080787658691,6.288100242614746,75.12094116210938,119.42864227294922,-479.6807861328125,0.0,1,1,1,1,1,0,0
20.176639556884766,4.36280632019043,3.3980233669281006,10.831298828125,6.722875118255615,4.636941909790039,5.576178550720215,7.310524940490723,3.1831557750701904,4.195551872253418,5.863957405090332,5.25309419631958,4.658668041229248,6.056325912475586,6.3142194747924805,76.60020446777344,119.25711059570312,-479.4894714355469,0.0,1,1,1,1,1,0,0
20.563426971435547,4.388785362243652,3.3678741455078125,10.583047866821289,6.480790615081787,4.418026447296143,5.571059703826904,7.406088829040527,3.1033010482788086,4.23344087600708,5.76971435546875,5.215202808380127,4.98527193069458,5.811916828155518,6.188822269439697,71.36602020263672,116.80657196044922,-480.89825439453125,0.0,1,1,1,1,1,0,0
20.63181495666504,4.983377933502197,3.874983310699463,10.396825790405273,6.328652858734131,4.272928237915039,5.766173839569092,7.223801612854004,3.105944871902466,4.2569050788879395,5.553072929382324,5.312802791595459,4.916893482208252,5.736534595489502,6.33489465713501,72.18997955322266,119.54560089111328,-480.10150146484375,0.0,1,1,1,1,1,0,0
20.00629425048828,4.229634761810303,5.6466827392578125,9.984086990356445,6.311750411987305,4.099217891693115,5.5826616287231445,7.146580219268799,2.978539228439331,4.164643287658691,5.4840474128723145,5.137833595275879,5.108130931854248,5.578768253326416,6.386918544769287,69.45353698730469,116.92965698242188,-481.1482849121094,0.0,1,1,1,1,1,0,0
21.08997917175293,3.6873931884765625,6.272101879119873,9.841012001037598,6.175580024719238,3.8944082260131836,5.878048896789551,6.890179634094238,2.6407322883605957,4.200850009918213,5.674976348876953,4.79010009765625,4.984224319458008,5.416894435882568,6.167498588562012,72.51974487304688,113.71991729736328,-481.4651184082031,0.0,1,1,1,1,1,0,0
21.051673889160156,3.3143746852874756,5.7873992919921875,10.100156784057617,6.276525020599365,3.6923892498016357,6.713794708251953,7.548324108123779,2.551875591278076,4.310633659362793,5.6824774742126465,4.902664661407471,5.188202381134033,5.309114933013916,6.174828052520752,73.76953125,113.4189224243164,-481.34625244140625,0.0,1,1,1,1,1,0,0
20.189058303833008,3.36093807220459,4.8526387214660645,10.001935005187988,6.352184772491455,3.5795483589172363,6.558520793914795,7.472790718078613,2.369783401489258,4.108704090118408,5.264420032501221,4.708295822143555,4.914150238037109,5.176588535308838,6.13995361328125,77.63082885742188,112.74537658691406,-480.8970031738281,0.0,1,1,1,1,1,0,0
20.62885284423828,3.2099313735961914,5.97335958480835,9.962833404541016,6.2925333976745605,3.565695285797119,6.569032192230225,7.595893383026123,2.362614870071411,4.071496486663818,5.720458030700684,4.73696231842041,4.973450183868408,4.971275329589844,6.14032506942749,77.35869598388672,115.30368041992188,-480.3339538574219,0.0,1,1,1,1,1,0,0
